Navn,Adresse,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon,Årsomsætning,Overskud,Lønomkostninger_Administrativt,Lønomkostninger_Personale,Omkostninger_til_ikke_fastansat_personale,Soliditetsgrad,Procentmæssigt_overskud_i_forhold_til_omsætningen,Samlede_lønomkostninger_i_forhold_til_omsætningen,Ejendomsomkostninger_i_forhold_til_omsætningen,Personalegennemstrømningen_på_tilbuddet,Virksomhedsform,CVR,Virksomhedens_navn,Tilsynsførende_myndighed,Driftsherre,latitude,longitude,kommune
"Den selvejende institution ""Møllegården""","Kjølskevej 161
    

    9700 Brønderslev","Godkendt
        08-01-2016","474,8 - 474,8 kr.","Aktivitets- og samværstilbud, § 104","33 - Aktivitets- og samværstilbud, § 104","33 pladser -
                Kontakt afdelingen om ledige pladser",Peter Svendsen,info@mollegaarden.com,98835380,,,,,,,,,,,Øvrige virksomhedsformer,26932106,"Den selvejende institution ""Møllegården""",Brønderslev Kommune,Tilbuddet selv,57.25706,10.112153,Brønderslev Kommune
Aktivitets og Samværstilbud (Botilbud Utterslev Gamle Skole),"Bøgetvej 59
    

    4913 Horslunde","Godkendt
        10-04-2025","259,49 - 259,49 kr.","Aktivitets- og samværstilbud, § 104","13 - Aktivitets- og samværstilbud, § 104","13 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 13 pladser forbeholdt beboere på botilbuddet",Henrik Romme,Henrik.Romme@utterslev-gl-skole.dk,29783563,14.855.988 kr.,808.880 kr.,227.128 kr.,7.242.478 kr.,1.699.463 kr.,69 %,"5,44 %","68,72 %","9,73 %",11 %,Øvrige virksomhedsformer,32804489,Botilbud Utterselv Gamle Skole,Socialtilsyn Øst,Tilbuddet selv,54.931411,11.193898,Lolland Kommune
Voksenklubben Lavuk,"Klædemålet 9
    

    2100 København Ø","Godkendt
        06-10-2023","515,16 - 2.204,69 kr.","Aktivitets- og samværstilbud, § 104","320 - Aktivitets- og samværstilbud, § 104","320 pladser -
                Kontakt afdelingen om ledige pladser",Peter Sannemann,peter@lavuk.dk,26307716,,,,,,,,,,,Øvrige virksomhedsformer,20240636,Voksenklubben Lavuk,Københavns Kommune,Tilbuddet selv,55.713453,12.546877,Københavns Kommune
Udviklingscenter Vest - Naturværkstedet,"Ølufvad Hovedvej 81
    

    6715 Esbjerg N","Godkendt
        30-03-2016",154 - 654 kr.,"Aktivitets- og samværstilbud, § 104","33 - Aktivitets- og samværstilbud, § 104","33 pladser -
            ingen ledige",Morten Jensen,ucv@esbjerg.dk,76168400,,,,,,,,,,,Primærkommune,29189803,Esbjerg Kommune,5798004983355,Tilbuddet selv,55.5614,8.555896,Esbjerg Kommune
Kastanjehuset (Center for Handicap - Bo og Beskæftigelse),"Sophie Magdelenes Vej 11
    

    3460 Birkerød","Godkendt
        27-01-2016",1.013 - 1.013 kr.,"Aktivitets- og samværstilbud, § 104","41 - Aktivitets- og samværstilbud, § 104","41 pladser -
                Kontakt afdelingen om ledige pladser",Merete Lund,melu@rudersdal.dk,46113652,,,,,,,,,,,Primærkommune,29188378,Rudersdal Kommune,5798008412240,Tilbuddet selv,55.846106,12.463663,Rudersdal Kommune
"CABAS, Nygård, Helsingør (CABAS)","Højvangen 11
    

    3060 Espergærde","Godkendt
        10-03-2016",472 - 2.137 kr.,"Aktivitets- og samværstilbud, § 104","52 - Aktivitets- og samværstilbud, § 104","52 pladser -
                Kontakt afdelingen om ledige pladser",Michael Christian Simonsen,michs@helsingor.dk,49284800,,,,,,,,,,,Primærkommune,64502018,Helsingør Kommune,5798008210587,Tilbuddet selv,55.992646,12.530589,Helsingør Kommune
Aktivitets- og samværstilbuddet Røbo (Bornholms Regionskommune Røbo),"Rø Skolevej 8
    

    3760 Gudhjem","Godkendt
        05-08-2024",456 - 456 kr.,"Aktivitets- og samværstilbud, § 104","16 - Aktivitets- og samværstilbud, § 104","16 pladser -
            ingen ledige",Marie Jakobsen,marie.jakobsen@brk.dk,22881309,19.917.012 kr.,577.510 kr.,1.137.025 kr.,15.082.059 kr.,279.690 kr.,,"2,9 %","84,79 %","3,86 %","29,27 %",Primærkommune,26696348,Bornholms Regionskommune,5798009993038,Tilbuddet selv,55.211644,14.890427,Bornholms Regionskommune
Spor 7 (Kirkens Korshærs forsorgstilbud Aarhus S/I),"Thomas Koppels Gade 51
    

    8000 Aarhus C","Godkendt
        30-12-2024",0 - 0 kr.,"Aktivitets- og samværstilbud, § 104","80 - Aktivitets- og samværstilbud, § 104","80 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 56 pladser forbeholdt beboere på botilbuddet",Grete Wigh-Poulsen,grw@aarhus.dk,87132041,36.620.999 kr.,3.618.608 kr.,1.496.570 kr.,24.433.020 kr.,2.819.150 kr.,"-15,91 %","9,88 %","83,2 %","8,7 %","9,61 %",Øvrige virksomhedsformer,48047750,Kirkens Korshærs forsorgstilbud Aarhus S/I,Socialtilsyn Midt,Aarhus Kommune,56.150879,10.189212,Aarhus Kommune
Møllegården (Bofællesskabet Vestmanna),"Kjølskevej 161
    

    9700 Brønderslev","Godkendt med vilkår
        29-11-2024","474,14 - 474,14 kr.","Aktivitets- og samværstilbud, § 104","33 - Aktivitets- og samværstilbud, § 104","33 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 10 pladser forbeholdt beboere på botilbuddet",Peter Svendsen,info@mollegaarden.com,98835380,,,,,,,,,,,Øvrige virksomhedsformer,26932106,"Den selvejende institution ""Møllegården""",Socialtilsyn Nord,Tilbuddet selv,57.25706,10.112153,Brønderslev Kommune
Samværstilbuddet Værestedet (Rønnegård),"Strøvej 93
    

    3330 Gørløse","Godkendt
        10-04-2025",940 - 2.103 kr.,"Aktivitets- og samværstilbud, § 104","27 - Aktivitets- og samværstilbud, § 104","27 pladser -
            ingen ledige",Mette Sommer,mette.sommer@regionh.dk,29123661,77.293.777 kr.,1.114.194 kr.,4.147.243 kr.,46.770.128 kr.,9.074.408 kr.,,"1,44 %","81,68 %","7,75 %","14,9 %",Region,29190623,Region Hovedstaden,5798001155724,Tilbuddet selv,55.88513,12.180582,Hillerød Kommune
Aktiviteten Katrinehaven (Katrinehaven),"Katrinehaven 1, st.  62
    

    8800 Viborg","Godkendt
        15-05-2025",452 - 452 kr.,"Aktivitets- og samværstilbud, § 104","32 - Aktivitets- og samværstilbud, § 104","32 pladser -
            ingen ledige",Lilli Ane Urup,liu@viborg.dk,87877325,50.710.699 kr.,2.611.271 kr.,1.622.412 kr.,"34.104.417,24 kr.",3.882.655 kr.,,"5,15 %","82,51 %","2,69 %","13,9 %",Primærkommune,29189846,Viborg Kommune,5798004556504,Tilbuddet selv,,,
Handicapcenter Fyn - Nordlys (Engbo Nyborg og Nordlys),"Skaboeshusevej 92
    

    5800 Nyborg","Godkendt
        04-02-2025",1.038 - 1.470 kr.,"Aktivitets- og samværstilbud, § 104","36 - Aktivitets- og samværstilbud, § 104","36 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 22 pladser forbeholdt beboere på botilbuddet",Annette Kjærgaard,annette.kjaergaard@rsyd.dk,23375526,66.853.746 kr.,1.712.632 kr.,0 kr.,45.402.119 kr.,1.349.801 kr.,,"2,56 %","73,21 %","4,7 %","26,6 %",Region,29190909,Region Syddanmark,5798002571264,Tilbuddet selv,55.335496,10.796075,Nyborg Kommune
Stafetten (Autismeområdet - aktivitets- og beskæftigelsestilbud),"Skallegårdsvej 2A
    

    4700 Næstved","Godkendt
        29-01-2016",647 - 1.982 kr.,"Aktivitets- og samværstilbud, § 104","20 - Aktivitets- og samværstilbud, § 104","20 pladser -
                Kontakt afdelingen om ledige pladser",Trine Mangor,trma@vordingborg.dk,21538849,,,,,,,,,,,Primærkommune,29189676,Vordingborg Kommune,5798007236274,Tilbuddet selv,55.198879,11.760809,Næstved Kommune
AST - Aktivitets og samværstilbud (Enhed for handicap - § 104 Slagelse),"Rosenkildevej 85
    

    4200 Slagelse","Godkendt
        27-02-2024",129 - 147 kr.,"Aktivitets- og samværstilbud, § 104","70 - Aktivitets- og samværstilbud, § 104","70 pladser -
                Kontakt afdelingen om ledige pladser",Inge Lindegaard Kristensen,ickri@slagelse.dk,21274280,,,,,,,,,,,Primærkommune,29188505,Slagelse Kommune,5798007363567,Tilbuddet selv,55.422787,11.360437,Slagelse Kommune
Linden (Lindegården),"Lindelyvej 6
    

    3480 Fredensborg","Godkendt
        07-11-2024",771 - 771 kr.,"Aktivitets- og samværstilbud, § 104","20 - Aktivitets- og samværstilbud, § 104","20 pladser -
            ingen ledige",Helle Petersen,hpet@fredensborg.dk,40709964,47.149.240 kr.,178.545 kr.,1.618.630 kr.,31.608.568 kr.,4.121.979 kr.,,"0,38 %","85,12 %","2,67 %",9 %,Primærkommune,29188335,Fredensborg Kommune,5798001134729,Tilbuddet selv,55.983374,12.409219,Fredensborg Kommune
Autismetilbuddets aktivitet- og samværstilbud (Autismetilbuddet Kelsbjergvej),"Kelsbjergvej 11
    

    5260 Odense S","Godkendt
        10-04-2025",1.164 - 1.164 kr.,"Aktivitets- og samværstilbud, § 104","40 - Aktivitets- og samværstilbud, § 104","40 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 35 pladser forbeholdt beboere på botilbuddet",Lene Mia Christiansen,lemc@odense.dk,20535902,,,,,,,,,,,Primærkommune,35209115,Odense Kommune,5798006620647,Tilbuddet selv,55.316041,10.342048,Odense Kommune
"Værkstedet Brunsegårdsvej (Tornhuset, Tornbjergvej)","Brunsegårdsvej 53
    

    5690 Tommerup","Godkendt
        12-03-2025",661 - 661 kr.,"Aktivitets- og samværstilbud, § 104","23 - Aktivitets- og samværstilbud, § 104","23 pladser -
            ingen ledige",Britt Clausen,bricl@odense.dk,23313949,68.778.685 kr.,-3.868.142 kr.,743.482 kr.,46.293.249 kr.,6.221.313 kr.,,"-5,62 %","81,63 %","7,05 %","35,04 %",Primærkommune,35209115,Odense Kommune,5798006620203,Tilbuddet selv,55.31493,10.211558,Assens Kommune
Aktivitets- og samværstilbud 2 (Center for Handicap - A-Huset i Fuglse),"Møllevej 26
    

    4960 Holeby","Godkendt
        12-03-2014",573 - 573 kr.,"Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","10 pladser -
            ingen ledige",Annette Hansen,centerforhandicap@lolland.dk,51290851,,,,,,,,,,,Primærkommune,29188572,Lolland Kommune,5798007108021,Tilbuddet selv,54.711106,11.526198,Lolland Kommune
Aktivitets- og samværstilbud Springbrættet (Springbrættet),"Nordens Alle 33
    

    9700 Brønderslev","Godkendt
        06-08-2020",448 - 2.007 kr.,"Aktivitets- og samværstilbud, § 104","42 - Aktivitets- og samværstilbud, § 104","42 pladser -
                Kontakt afdelingen om ledige pladser",Sinne Bertelsen,sinn@99454545.dk,21443320,,,,,,,,,,,Primærkommune,29189501,Brønderslev Kommune,5790001122133,Tilbuddet selv,57.278673,9.939429,Brønderslev Kommune
Aktivitetsafdeling (Jonstrupvang Bebyggelsen),"Chr Hauchs Alle 11
    

    3500 Værløse","Godkendt
        19-11-2024","697,37 - 1.744,87 kr.","Aktivitets- og samværstilbud, § 104","24 - Aktivitets- og samværstilbud, § 104","24 pladser -
            ingen ledige",Kim Frederiksen,kinofr@regionh.dk,44651611,65.228.303 kr.,621.859 kr.,6.335.542 kr.,36.714.906 kr.,4.107.352 kr.,1 %,"0,95 %","79,12 %","6,8 %",36 %,Forening,84719528,JONSTRUPVANG BEBYGGELSEN,5798000384040,Tilbuddet selv,,,
Askovgårdens Samvær og Udviklingscenter,"Griffenfeldsgade 035
    

    2200 København N","Godkendt
        27-04-2016",,"Aktivitets- og samværstilbud, § 104",,"0 pladser -
            ingen ledige",Kristina Bodenhoff,,,,,,,,,,,,,Erhvervsdrivende fond,55627312,ASKOVFONDEN,Københavns Kommune,,,,
Beskæftigelse Rønnevang (Udviklingscenter De 2 Gårde),"Fuglekærvej 115
    

    7080 Børkop","Godkendt
        22-05-2025",689 - 942 kr.,"Aktivitets- og samværstilbud, § 104","8 - Aktivitets- og samværstilbud, § 104","8 pladser -
            ingen ledige",Malene Fischer,Malfi@vejle.dk,76819400,105.334.789 kr.,4.563.416 kr.,4.412.212 kr.,63.564.465 kr.,7.872.991 kr.,,"4,33 %","77,61 %","6,52 %","29,29 %",Primærkommune,29189900,Vejle Kommune,5798006364930,Tilbuddet selv,55.674588,9.655504,Vejle Kommune
Dagtilbud (Ryttervej Botilbud),"Ryttervej 51
    

    5700 Svendborg","Godkendt
        28-05-2025",234 - 1.527 kr.,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","25 pladser -
            ingen ledige",Charlotte Larsen,charlotte.kremmer.larsen@svendborg.dk,62233133,39.565.111 kr.,789.223 kr.,2.349.394 kr.,28.350.144 kr.,2.437.178 kr.,,"1,99 %","87,17 %","2,4 %","6,9 %",Primærkommune,29189730,Svendborg Kommune,5798006929504,Tilbuddet selv,55.063858,10.578817,Svendborg Kommune
Dagtilbuddet Viben (Bostedet Viben),"Vibevej 8
    

    2400 København NV","Godkendt
        21-01-2025",561 - 561 kr.,"Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","10 pladser -
            ingen ledige",Jesper Bertram Andreasen,H61C@kk.dk,21554413,36.002.517 kr.,-1.366.754 kr.,833.782 kr.,20.647.399 kr.,3.521.385 kr.,,"-3,8 %","79,48 %","6,44 %","18,2 %",Primærkommune,64942212,Københavns Kommune,5798009600448,Tilbuddet selv,55.701005,12.531999,Københavns Kommune
Dagtilbuddet Øresund (Dagtilbuddet Spektrum),"Carl Nielsens Allé 17
    

    2100 København Ø","Godkendt
        10-07-2023",1.022 - 1.022 kr.,"Aktivitets- og samværstilbud, § 104","17 - Aktivitets- og samværstilbud, § 104","17 pladser -
            ingen ledige",Mads Hansen,ek09@kk.dk,27641775,,,,,,,,,,,Primærkommune,64942212,Københavns Kommune,5798009683113,Tilbuddet selv,55.712928,12.581068,Københavns Kommune
Den Blå Ambassade (Det Socialfaglige Område),"Damtoften 6B
    

    5600 Faaborg","Godkendt
        23-04-2014",454 - 454 kr.,"Aktivitets- og samværstilbud, § 104","20 - Aktivitets- og samværstilbud, § 104","20 pladser -
                Kontakt afdelingen om ledige pladser",Mette Johansen,mejoh@fmk.dk,72538933,,,,,,,,,,,Primærkommune,29188645,Faaborg-Midtfyn Kommune,5798006900855,Tilbuddet selv,55.103489,10.239424,Faaborg-Midtfyn Kommune
"Globen Løgstør Aktivitetsafdelingen, fløj vest (Globen Løgstør)","Frederik VII's Alle 15
    

    9670 Løgstør","Godkendt
        15-12-2015",867 - 867 kr.,"Aktivitets- og samværstilbud, § 104","22 - Aktivitets- og samværstilbud, § 104","22 pladser -
                Kontakt afdelingen om ledige pladser",Kenneth Bach Christensen,kbc@vesthimmerland.dk,21639068,,,,,,,,,,,Primærkommune,29189471,Vesthimmerlands Kommune,5798004133217,Tilbuddet selv,56.960556,9.246524,Vesthimmerlands Kommune
Grønhøj (Center for Social Rehabilitering),"Vesterbrogade 13
    

    7100 Vejle","Godkendt
        09-02-2018",,"Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","15 pladser -
            ingen ledige",Peter Saaby,petsa@vejle.dk,23383450,,,,,,,,,,,Primærkommune,29189900,Vejle Kommune,Vejle Kommune,Tilbuddet selv,55.714396,9.534423,Vejle Kommune
Huset (Center for Social Rehabilitering),"Vesterbrogade 13
    

    7100 Vejle","Godkendt
        09-02-2018",,"Aktivitets- og samværstilbud, § 104","35 - Aktivitets- og samværstilbud, § 104","35 pladser -
            ingen ledige",Peter Saaby,petsa@vejle.dk,23383450,,,,,,,,,,,Primærkommune,29189900,Vejle Kommune,Vejle Kommune,Tilbuddet selv,55.714396,9.534423,Vejle Kommune
Slusen,"Frederikshavnsvej 70
    

    9800 Hjørring","Godkendt
        20-02-2015",591 - 591 kr.,"Aktivitets- og samværstilbud, § 104","8 - Aktivitets- og samværstilbud, § 104","8 pladser -
                Kontakt afdelingen om ledige pladser",Anne Mette Drustrup,amkd@hjoerring.dk,41226455,,,,,,,,,,,Primærkommune,29189382,Hjørring Kommune,5798003596778,Tilbuddet selv,57.454943,10.009954,Hjørring Kommune
Solgaven § 104 (Solgaven),"Skovbakken 126
    

    3520 Farum","Godkendt
        15-05-2025","848,11 - 848,11 kr.","Aktivitets- og samværstilbud, § 104","20 - Aktivitets- og samværstilbud, § 104","20 pladser -
                Kontakt afdelingen om ledige pladser",Susanne Philipson,Susanne.Philipson@regionh.dk,20457788,40.241.500 kr.,-7.273.815 kr.,7.604.739 kr.,22.154.421 kr.,3.675.060 kr.,"60,23 %","-18,08 %","90,71 %","9,61 %","49,19 %",Frivillig forening,48032710,Solgaven,5798001173728,Tilbuddet selv,55.813898,12.404582,Furesø Kommune
Specialtilbud - Koktvedparken Dagtilbud (Specialtilbud - Koktvedparken),"Koktvedparken 2 1
    

    9900 Frederikshavn","Godkendt
        21-06-2024",778 - 1.261 kr.,"Aktivitets- og samværstilbud, § 104","6 - Aktivitets- og samværstilbud, § 104","6 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 2 pladser forbeholdt beboere på botilbuddet",Anne Mette Mortensen,post@frederikshavn.dk,21652980,35.033.497 kr.,3.347.963 kr.,1.737.709 kr.,19.532.952 kr.,5.601.462 kr.,,"9,56 %","81,96 %","1,14 %","30,16 %",Primærkommune,29189498,Frederikshavn Kommune,5798003516844,Tilbuddet selv,57.4357205,10.4996652,Frederikshavn Kommune
Værestedet Blæksprutten,"Søndergade 29
    

    3700 Rønne","Godkendt
        27-04-2016","106,85 - 106,85 kr.","Aktivitets- og samværstilbud, § 104","60 - Aktivitets- og samværstilbud, § 104",,,,,,,,,,,,,,,,,,,,55.097427,14.702034,Bornholms Regionskommune
Værestedet Flinten,"H.C. Ørsteds Vej 22G
    

    1879 Frederiksberg C","Godkendt
        04-04-2018",,"Aktivitets- og samværstilbud, § 104","25 - Aktivitets- og samværstilbud, § 104","25 pladser -
                Kontakt afdelingen om ledige pladser",Lisbet Luplau,lisbetluplau@frederiksberg.dk,38213875,,,,,,,,,,,Primærkommune,11259979,Frederiksberg Kommune,Frederiksberg Kommune,Tilbuddet selv,55.678395,12.547482,Frederiksberg Kommune
§ 104 Intern dagtilbud (Bostedet Chr.X´s Allé),"Christian X's Alle 97
    

    2800 Kongens Lyngby","Godkendt
        01-05-2025",3.461 - 3.461 kr.,"Aktivitets- og samværstilbud, § 104","6 - Aktivitets- og samværstilbud, § 104","6 pladser -
                Kontakt afdelingen om ledige pladser",Ole Mikkelsen,chrxalle@ltk.dk,45976000,73.187.929 kr.,-1.880.898 kr.,3.571.525 kr.,42.341.151 kr.,11.672.741 kr.,,"-2,57 %","87,59 %","4,38 %","31,53 %",Primærkommune,11715311,Lyngby-Taarbæk Kommune,5798008551079,Tilbuddet selv,55.765155,12.495893,Lyngby-Taarbæk Kommune
§104 (Thyfondens socialpsykiatriske bo- og arbejdstilbud Enggården),"Enggårdsvej 2
    

    7700 Thisted","Godkendt
        03-01-2025","398,63 - 417,18 kr.","Aktivitets- og samværstilbud, § 104","24 - Aktivitets- og samværstilbud, § 104","24 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 10 pladser forbeholdt beboere på botilbuddet",Leo Jørgensen,lj@thisted.dk,97937255,10.307.396 kr.,271.112 kr.,771.045 kr.,6.633.762 kr.,174.458 kr.,"55,62 %","2,63 %","80,86 %","6,7 %","0,1 %",Fonde og andre selvejende institutioner,37293687,THY FONDEN,5798003991467,Tilbuddet selv,56.914082,8.475847,Thisted Kommune
Æblehaven (Fonden Landbo),"Storegade 86
    

    9550 Mariager","Godkendt
        16-05-2025","434,07 - 434,07 kr.","Aktivitets- og samværstilbud, § 104","15 - Aktivitets- og samværstilbud, § 104","15 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 15 pladser forbeholdt beboere på botilbuddet",Myrna Christensen,landbo@landbo.nu,96520702,36.268.198 kr.,1.728.006 kr.,2.862.875 kr.,19.280.713 kr.,3.243.985 kr.,53 %,"4,76 %","76,02 %",6 %,9 %,Fonde og andre selvejende institutioner,30139569,Fonden Landbo,Socialtilsyn Nord,Tilbuddet selv,56.675646,10.068984,Mariagerfjord Kommune
Annexgårdens § 104 (Annexgårdens Bosted ApS),"Tømmerupvej 14
    

    4440 Mørkøv","Godkendt
        11-11-2024","351,07 - 351,07 kr.","Aktivitets- og samværstilbud, § 104","10 - Aktivitets- og samværstilbud, § 104","10 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 5 pladser forbeholdt beboere på botilbuddet",Kim Nielsen,kn@annexgaarden.net,21606268,12.005.983 kr.,74.324 kr.,846.822 kr.,6.513.976 kr.,0 kr.,"43,81 %","0,62 %","70,86 %","11,03 %","9,7 %",Anpartsselskab,44319977,Annexgårdens Bosted ApS,5797200018090,Annexgårdens Bosted I/S,55.600631,11.500631,Holbæk Kommune
