Navn,Adresse,Latitude,Longitude,Kontaktperson,Tilsynsstatus,Takster,Tilbudstyper,Pladser,Kapacitet
"Egely (Autismecenter Midtjylland, Afdeling Hagelskærvej)","Hagelskærvej 15
  

  7430 Ikast",56.1475915,9.1445113,"Peter Prior

  99605301","Godkendt
  15-11-2024",Fra 2.002 - 3.184 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 pladser -
  ingen ledige"
Mosaikken Hus 3 (Mosaikken),"Ringkøbingvej 112
  

  7400 Herning",56.1364102,8.9222873,"Charlotte Madsen

  22443879","Godkendt
  13-11-2024",Fra 1.275 - 6.331 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 pladser -
  ingen ledige"
"Fyrretoppen (Autismecenter Midtjylland, Afdeling Hagelskærvej)","Hagelskærvej 15
  

  7430 Ikast",56.1475915,9.1445113,"Peter Prior

  99605301","Godkendt
  15-11-2024","Fra 100,83 - 3.184 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 pladser -
  ingen ledige"
Postens Vej 101 (Bofællesskabet Postens Vej),"H.O. Wildenskovsvej 10
  

  7080 Børkop",55.6553604,9.6682215,"Hanne Frandsen

  22841826","Godkendt
  22-04-2025",Fra 1.999 - 5.978 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","20 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","20 pladser -
  Kontakt afdelingen om ledige pladser"
Botilbuddet Thinggade 15-17 (AutismeCenter Skive),"Thinggade 15
  

  7800 Skive",56.5659421,9.028553,"Susanne Højvang

  99157204","Godkendt
  24-10-2024",Fra 1.197 - 1.808 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 pladser -
  Kontakt afdelingen om ledige pladser"
Opgangsfællesskabet Nagelsvej (Bofællesskabet i Aarhus Syd),"Nagelsvej 15A
  

  8270 Højbjerg",56.1168815,10.2113851,"Bente Helweg-Mikkelsen

  41855512","Godkendt
  17-01-2025",Fra 456 - 456 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","12 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","12 pladser -
  ingen ledige"
Bofællesskabet Aubo (Pegasus),"Pugesøvej 22
  

  5600 Faaborg",55.1052716,10.2387218,"Birgit Søgren Nielsen

  72536875","Godkendt
  08-07-2024",Fra 1.945 - 2.556 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","4 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","4 pladser -
  ingen ledige"
Bofællesskabet Hasselager (Bofællesskabet i Aarhus Syd),"Skovhøj 1E
  

  8361 Hasselager",56.1121235,10.0981228,"Bente Helweg-Mikkelsen

  41855512","Godkendt
  17-01-2025",Fra 527 - 527 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","22 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","22 pladser -
  ingen ledige"
Bosted Lykkebo ApS,"Toften 30
  

  9240 Nibe",56.9861238,9.6388736,"Alex Henriksen

  50903006","Godkendt
  20-12-2024","Fra 1.503,5 - 7.673,02 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 5 pladser forbeholdt beboere på botilbuddet"
Botilbuddet Kirkeleddet 6 (Botilbuddet Kirkeleddet 8),"Kirkeleddet 8
  

  3230 Græsted",56.0650943,12.2783097,"Daniella Skafsgaard

  61952014","Godkendt med skærpet tilsyn
  16-01-2025",Fra 2.944 - 4.116 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 pladser -
  ingen ledige"
Habitus Huset Børsholt (HabitusHuset Børsholt),"Børsholtvej 41
  

  9870 Sindal",57.4764204,10.3514148,"Elizabeth Bergstrøm

  20610241","Godkendt
  30-03-2025","Fra 1.933,76 - 10.516,9 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108
  
  
  
  6 - Aktivitets- og samværstilbud, § 104","6 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 6 pladser forbeholdt beboere på botilbuddet"
Habitus Huset Gårestrupvej (HabitusHuset Børsholt),"Gårestrupvej 29
  

  9800 Hjørring",57.4860675,9.943842,"Elizabeth Bergstrøm

  20610241","Godkendt
  30-03-2025","Fra 23.203,19 - 23.203,19 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
HabitusHuset Elbækvej,"Elbækvej 45
  

  8700 Horsens",55.9216354,9.9975599,"Elizabeth Haizmann Bergstrøm

  20610241","Godkendt
  06-12-2024","Fra 1.933,76 - 10.110,49 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","5 pladser -
  Kontakt afdelingen om ledige pladser"
HabitusHuset Pederstrup (HabitusHusene Toreby),"Pederstrupvej 117
  

  4913 Horslunde",54.8993199,11.2474375,"Elizabeth Haizmann Bergstrøm

  20610241","Godkendt
  21-03-2025","Fra 23.564,75 - 23.564,75 kr.","Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
HabitusHuset Toreby (HabitusHusene Toreby),"Gl. Landevej 13
  

  4891 Toreby L",54.7551285,11.7898467,"Elizabeth Haizmann Bergstrøm

  20610241","Godkendt
  21-03-2025","Fra 1.933,76 - 13.389,39 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","13 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","4 pladser -
  Kontakt afdelingen om ledige pladser"
Katrinehaven,"Katrinehaven 1, st.  62
  

  8800 Viborg",56.4710166,9.3849808,"Lilli Ane Urup

  87877325","Godkendt
  18-04-2024",Fra 452 - 8.347 kr.,"Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","0 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","0 pladser -
  ingen ledige"
Katrinehaven §108 (Katrinehaven),"Katrinehaven 1, st.  62
  

  8800 Viborg",56.4710166,9.3849808,"Lilli Ane Urup

  87877325","Godkendt
  18-04-2024",Fra 7.574 - 8.347 kr.,"Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige"
Robertshøj 4.sal (Botilbuddet Robertshøj),"Robert Jacobsens Vej 11A, st. 
  

  2300 København S",55.6231129,12.5753972,"Kenneth Oxenbøll

  21265733","Godkendt
  06-11-2024",Fra 1.791 - 2.149 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 pladser -
  ingen ledige"
Robertshøj 6.sal (Botilbuddet Robertshøj),"Robert Jacobsens Vej 11A, st. 
  

  2300 København S",55.6231129,12.5753972,"Kenneth Oxenbøll

  21265733","Godkendt
  06-11-2024",Fra 3.002 - 3.568 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 pladser -
  ingen ledige"
SUF Nord Hune (SUF Nord),"Kystvejen 16
  

  9490 Pandrup",57.2232707,9.5975072,"Marlene Bach Pedersen

  50426094","Godkendt
  20-12-2024","Fra 4.147,99 - 41.479,92 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","4 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","5 pladser -
  Kontakt afdelingen om ledige pladser"
SUF Nord Solo (SUF Nord),"Limfjordsgade 188A
  

  9440 Aabybro",57.0741927,9.7355889,"Marlene Bach Pedersen

  50426094","Godkendt
  20-12-2024","Fra 9.423,61 - 9.423,61 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser"
Sirenen (SOCIALPÆDAGOGISK KOLLEKTIV RANUM),"Vestergade 25
  

  9681 Ranum",56.8982684,9.229143,"Channie Jensen

  98677255","Godkendt
  04-06-2024","Fra 970,22 - 970,22 kr.","Botilbud til længerevarende ophold, § 108","8 - Botilbud til længerevarende ophold, § 108","8 pladser -
  ingen ledige"
"Skovbo (Autismecenter Midtjylland, Afd. Fasanvej)","Fasanvej 3
  

  7430 Ikast",56.1337635,9.131051,"Peter Prior

  99605251","Godkendt
  23-01-2025",Fra 2.841 - 3.460 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","6 pladser -
  Kontakt afdelingen om ledige pladser"
Svinget (Fonden Team Golå),"Kragelundsvinget 4
  

  8600 Silkeborg",56.1925182,9.4082796,"Annette Luther Jensen

  29368577","Godkendt
  04-02-2025","Fra 2.142,68 - 2.657,84 kr.","Botilbud til længerevarende ophold, § 108","2 - Botilbud til længerevarende ophold, § 108","2 pladser -
  ingen ledige"
Unohuset/Oktobervej 24 (CFD Boligerne på Oktobervej.),"Oktobervej 24
  

  2860 Søborg",55.7304866,12.4715325,"Martin Pedersen

  44391128","Godkendt
  12-03-2025","Fra 3.956,56 - 3.956,56 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","10 pladser -
  ingen ledige"
§ 108 Skærmet tilbud - Hus Alfa (Bostedet Chr.X´s Allé),"Industrivænget 9
  

  3320 Skævinge",55.9406788,12.184475,"Ole Mikkelsen

  45976000","Godkendt
  06-05-2024",Fra 21.404 - 21.404 kr.,"Botilbud til længerevarende ophold, § 108","1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  ingen ledige"
CAS 2,"Amagerfælledvej 199
  

  2300 København S",55.6562934,12.5937776,"Peter Salgado

  23637195","Godkendt
  09-10-2024",Fra 6.067 - 6.067 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 pladser -
  ingen ledige"
Afdeling A (Fønix ApS),"Foldbjergvej 16
  

  9760 Vrå",57.352114,9.9594042,"Alex Poulsen

  41905651","Godkendt
  04-03-2024","Fra 2.756,57 - 3.185 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","0 pladser -
  ingen ledige"
Fonden Botilbuddet Engsgaard,"Vedby Vesterskovvej 4
  

  4840 Nørre Alslev",54.94429,11.8526542,"Gitte Terney

  51772931","Godkendt
  28-02-2025","Fra 823,02 - 10.828 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","2 - Botilbud til længerevarende ophold, § 108
  
  
  
  2 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Beskyttet beskæftigelsestilbud, § 103","4 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 4 pladser forbeholdt beboere på botilbuddet"
Parkhuset og Byhuset (Botilbuddet Alderslyst),"Nylandsvej 14
  

  8600 Silkeborg",56.1787877,9.5399459,"Annette Bjerrisgaard Orluf

  21273509","Godkendt
  13-07-2024",Fra 1.276 - 2.792 kr.,"Botilbud til længerevarende ophold, § 108","24 - Botilbud til længerevarende ophold, § 108","24 pladser -
  ingen ledige"
Enghuset (Damsgaarden),"Hillerødvejen 85
  

  3250 Gilleleje",56.0966548,12.3357389,"Anne Marie Rahbek

  93203280","Godkendt
  22-03-2024","Fra 1.233,52 - 7.866,68 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","3 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Aktivitets- og samværstilbud, § 104","0 pladser -
  Kontakt afdelingen om ledige pladser"
Engbo Nyborg (Engbo Nyborg og Nordlys),"Skaboeshusevej 92
  

  5800 Nyborg",55.3354528,10.7962386,"Annette Kjærgaard

  23375526","Godkendt
  04-02-2025",Fra 4.479 - 4.479 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  32 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","0 pladser -
  ingen ledige"
Autismetilbuddet Haslev - Dybgården (Autismetilbuddet Haslev),"Teestrup Nedenvej 7
  

  4690 Haslev",55.3385738,11.9163519,"Ruben Steffensen

  51843760","Godkendt
  08-04-2024","Fra 2.432,7 - 8.290,26 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  7 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  ingen ledige"
Bakken 1 (Elmelund),"Dragsbækvej 32A, st.  1
  

  7700 Thisted",56.9533631,8.6789349,"Alice Margrethe Thomsen

  97912423","Godkendt
  02-12-2024","Fra 780,37 - 1.858,39 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbudslignende tilbud, Lejebolig, Lejeloven","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbudslignende tilbud, Lejebolig, Lejeloven","1 pladser -
  ingen ledige"
Helheden,"Feilbergvej 14
  

  6740 Bramming",55.4282582,8.6466051,"Kirsten Sørensen

  21771119","Godkendt
  03-03-2025","Fra 2.132,4 - 2.229,24 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","10 - Botilbud til længerevarende ophold, § 108
  
  
  
  11 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","11 pladser -
  Kontakt afdelingen om ledige pladser"
Autismecenter Syd - Skovbo 54-56,"Savværksvej 52
  

  6230 Rødekro",55.0700614,9.3276868,"Anders Ehlert

  30476043","Godkendt
  19-06-2024",Fra 1.669 - 2.401 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","14 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","14 pladser -
  ingen ledige"
Østerbakken (Elmelund),"Østerbakken 23A, st.  tv
  

  7700 Thisted",56.9554952,8.7008112,"Alice Margrethe Thomsen

  97912423","Godkendt
  02-12-2024","Fra 771,79 - 1.735,33 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbudslignende tilbud, Lejebolig, Lejeloven","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbudslignende tilbud, Lejebolig, Lejeloven","5 pladser -
  Kontakt afdelingen om ledige pladser"
Etageboligerne (Strandboligerne),"Lagesminde Allé 60
  

  2660 Brøndby Strand",55.6200877,12.4339509,"Laila Aggergaard

  23112262","Godkendt
  17-01-2025",Fra 0 - 0 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","14 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","14 pladser -
  Kontakt afdelingen om ledige pladser"
Afdeling C (Fønix ApS),"Foldbjergvej 16
  

  9760 Vrå",57.352114,9.9594042,"Alex Poulsen

  41905651","Godkendt
  04-03-2024","Fra 2.756,57 - 3.185 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
Specialtilbud - Koktvedstien hus 1-3 (Specialtilbud - Koktvedstien),"Koktvedparken 15
  

  9900 Frederikshavn",57.4356994,10.5007763,"Vibeke Müller

  30763848","Godkendt
  17-09-2024",Fra 755 - 10.915 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","15 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","15 pladser -
  Kontakt afdelingen om ledige pladser"
Oktobervej 26 (CFD Boligerne på Oktobervej.),"Oktobervej 22A
  

  2860 Søborg",55.730994,12.470054,"Martin Pedersen

  44391128","Godkendt
  12-03-2025","Fra 3.115,4 - 3.115,4 kr.","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","11 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","11 pladser -
  Kontakt afdelingen om ledige pladser"
Førslev Bygade 16 A (Socialpædagogisk Center - Øst),"Førslev Bygade 16A
  

  4690 Haslev",55.3551877,11.9013419,"Gitte Poulsen

  20374152","Godkendt
  20-02-2025",Fra 392 - 11.058 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","8 pladser -
  Kontakt afdelingen om ledige pladser"
Opholdsstedet Madsens Hus (Fonden Bakkegaarden),"Gammel Viborgvej 132A
  

  8471 Sabro",56.202376,10.0599671,"Jesper Tønder

  20151839","Godkendt
  13-09-2024","Fra 2.613,96 - 6.186,69 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  0 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser"
Opgangsfællesskabet Grundtvigsvej (Bofællesskabet i Aarhus Syd),"Grundtvigsvej 16
  

  8260 Viby J",56.1295782,10.1673327,"Bente Helweg-Mikkelsen

  41855512","Godkendt
  17-01-2025",Fra 397 - 397 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","24 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2","24 pladser -
  ingen ledige"
