Navn,Adresse,Latitude,Longitude,Status,Takster,Type,Pladser,Kapacitet,Kontaktperson,Email,Telefon
Fonden Huset Scheving,"Skovbakken 29A
  

  8766 Nørre Snede",55.95834,9.3946758,"Godkendt
  04-03-2024","457,92 - 725,04 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til længerevarende ophold, § 108
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","10 pladser -
  Kontakt afdelingen om ledige pladser",Lars Nørgaard,kontakt@husetscheving.dk,93880435
"Globen Vester Hornum Produktion §§103 /104 (Globen og Senhjerneskade, Vesthimmerland)","Hovedgaden 83
  

  9640 Farsø",56.8379155,9.358902,"Godkendt
  29-11-2024",1.137 - 1.137 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  27 - Beskyttet beskæftigelsestilbud, § 103","4 pladser -
  Kontakt afdelingen om ledige pladser",Kenneth Christensen,kbc@vesthimmerland.dk,21639068
Habitus Huset Hesselager,"Skolevej 19
  

  5874 Hesselager",55.1755979,10.7454216,"Godkendt
  06-11-2024","1.859,35 - 9.829,06 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","5 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Jernstøbervænget,"Jernstøbervænget 7
  

  4600 Køge",55.4579921,12.1756537,"Godkendt
  06-03-2025","1.933,76 - 10.303,2 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Botilbud til længerevarende ophold, § 108","2 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Kløvermarken (Habitus Huset Nordahl),"Kløvermarken 15
  

  8765 Klovborg",55.9333414,9.4908435,"Godkendt
  12-01-2025","1.933,76 - 19.408,18 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til længerevarende ophold, § 108
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 1 pladser forbeholdt beboere på botilbuddet",Elizabeth Bergstrøm,ehb@habitus.dk,25257069
Habitus Huset Skellebjerg,"Tåderupvej 3
  

  4293 Dianalund",55.5323174,11.4424855,"Godkendt
  24-01-2024","1.933,76 - 10.682,89 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","9 - Aktivitets- og samværstilbud, § 104
  
  
  
  7 - Botilbud til længerevarende ophold, § 108
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","7 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,25257069
"Karriereværkstedet Torvegade - Aktivitet, Læring og produktion (Karriereværkstedet)","Torvegade 34
  

  7323 Give",55.8429378,9.2403928,"Godkendt
  16-01-2025",291 - 1.565 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","6 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  33 - Aktivitets- og samværstilbud, § 104","33 pladser -
  Kontakt afdelingen om ledige pladser",Marianne Maasbøl,mabol@vejle.dk,51519109
Rehabilitering og Flådestyring,"Kochsgade 31A
  

  5000 Odense C",55.4033701,10.3987311,"Godkendt
  03-03-2020",1.146 - 1.146 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","40 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  160 - Aktivitets- og samværstilbud, § 104","40 pladser -
  Kontakt afdelingen om ledige pladser",Kenneth Bramming,kebra@odense.dk,29428499
SOJA - Niels Bohrs Vej (SOJA - Social Job Aktivitet),"Niels Bohrs Vej 6
  

  6000 Kolding",55.5042529,9.4673877,"Godkendt
  23-03-2015",335 - 761 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","0 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  77 - Aktivitets- og samværstilbud, § 104","0 pladser -
  Kontakt afdelingen om ledige pladser",Tina Jensen,jtina@kolding.dk,29610087
Ungdomscenter Knudmosens Fritidstilbud,"Lindegårdsvej 8
  

  7400 Herning",56.1313024,8.9655645,"Godkendt
  28-11-2024",158 - 158 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","5 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Særlige klubtilbud, § 82, jf. § 84","5 pladser -
  Kontakt afdelingen om ledige pladser",Frank I Dali Simonsen,lgsfs@herning.dk,25613312
Utterslev Gl.Skole (Botilbud Utterslev Gamle Skole),"Bøgetvej 59
  

  4913 Horslunde",54.9309032,11.1938503,"Godkendt
  10-04-2025","2.292,46 - 2.292,46 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Aktivitets- og samværstilbud, § 104
  
  
  
  9 - Botilbud til midlertidige ophold, § 107","0 pladser -
  Kontakt afdelingen om ledige pladser",Henrik Romme,Henrik.Romme@utterslev-gl-skole.dk,29783563
Vidåværkstedet,"Søndre Industrivej 4
  

  6270 Tønder",54.9311128,8.8530759,"Godkendt
  08-01-2015",554 - 554 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","41 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  32 - Aktivitets- og samværstilbud, § 104","41 pladser -
  Kontakt afdelingen om ledige pladser",Kenny Born,kb4@toender.dk,40229657
A-tilbuddet (Aktivitetscenter Elbæktoften),"Elbæktoften 2
  

  8370 Hadsten",56.3355413,10.0606339,"Godkendt
  14-06-2023",187 - 628 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","5 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Beskyttet beskæftigelsestilbud, § 103","5 pladser -
  ingen ledige",Ove Højer,okhj@favrskov.dk,89641635
Aktivitetscenter Elbæktoften,"Elbæktoften 2
  

  8370 Hadsten",56.3355413,10.0606339,"Godkendt
  14-06-2023",187 - 628 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","19 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  56 - Aktivitets- og samværstilbud, § 104","19 pladser -
  Kontakt afdelingen om ledige pladser",Ove Højer,okhj@favrskov.dk,89641635
Autismetilbuddet Haslev - Skovvang (Autismetilbuddet Haslev),"Teestrup Nedenvej 7
  

  4690 Haslev",55.3385738,11.9163519,"Godkendt
  08-04-2024","2.432,7 - 8.290,26 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","8 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 8 pladser forbeholdt beboere på botilbuddet",Ruben Steffensen,ruben@autismetilbuddet.dk,51843760
Flauenskjold (Spira Autismecenter ApS),"Teestrup Bygade 7A
  

  4690 Haslev",55.3274758,11.8814065,"Godkendt
  15-10-2024","1.488,24 - 6.153,3 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","6 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  10 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser",Pia Jennet,pij@spiraac.dk,51536440
Habitus Dagtilbud Brøndbyskoven,"Brøndbyøstervej 174C
  

  2605 Brøndby",55.6488396,12.4388845,"Godkendt
  30-11-2021","470 - 2.400,26 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","18 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Særlige klubtilbud, § 82, jf. § 84","4 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Drachmannsvej,"Drachmannsvej 6A
  

  3100 Hornbæk",56.0870585,12.4600683,"Godkendt
  15-10-2024","1.933,76 - 10.392,88 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","5 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","5 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
HabitusHuset Skovkær (Habitus Huset Drachmannsvej),"Rådyrvej 10
  

  3480 Fredensborg",55.985672,12.3436449,"Godkendt
  15-10-2024","1.933,76 - 9.436,97 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","1 - Botilbud til længerevarende ophold, § 108
  
  
  
  1 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","1 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
"Idrætscenter Aarhus (Aktivitetstilbuddene Idrætscenter Aarhus, SMIL TV, og Karavana)","Eya Jensens Gade 54
  

  8240 Risskov",56.1967178,10.2031849,"Godkendt
  06-08-2024",0 - 1.100 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","40 - Aktivitets- og samværstilbud, § 104
  
  
  
  20 - Beskyttet beskæftigelsestilbud, § 103","40 pladser -
  ingen ledige",Uffe Dittmer,cbb@msb.aarhus.dk,61667002
Igenbrug (Job- og Aktivitetscenteret),"Stolpegårdsvej 24C
  

  2820 Gentofte",55.7539641,12.5146242,"Godkendt
  24-06-2024",400 - 674 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","1 - Aktivitets- og samværstilbud, § 104
  
  
  
  20 - Beskyttet beskæftigelsestilbud, § 103","20 pladser -
  Kontakt afdelingen om ledige pladser",Troels Pedersen,tmap@gentofte.dk,51648361
Kadetten,"Kronborg 10A
  

  3000 Helsingør",56.0378646,12.6208268,"Godkendt
  30-05-2017","0 - 2.623,5 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","25 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  3 - Aktivitets- og samværstilbud, § 104","3 pladser -
  Kontakt afdelingen om ledige pladser",Karina Jersholm,karina@kadetten.dk,42901011
"Karriereværkstedet Gården - Aktivitet, Læring og produktion (Karriereværkstedet)","Ringivevej 67
  

  7323 Give",55.8347044,9.2350676,"Godkendt
  16-01-2025",291 - 1.565 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  8 - Beskyttet beskæftigelsestilbud, § 103","10 pladser -
  Kontakt afdelingen om ledige pladser",Marianne Maasbøl,mabol@vejle.dk,51519109
Kværndrupværkstedet (Det Socialfaglige Område),"Odensevej 26A
  

  5772 Kværndrup",55.1819038,10.5233413,"Godkendt
  23-04-2014",0 - 0 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","24 - Aktivitets- og samværstilbud, § 104
  
  
  
  6 - Beskyttet beskæftigelsestilbud, § 103","24 pladser -
  Kontakt afdelingen om ledige pladser",Mette Johansen,mejoh@fmk.dk,72538933
Løvhuset (Damsgaarden),"Hillerødvejen 85
  

  3250 Gilleleje",56.0966548,12.3357389,"Godkendt
  22-03-2024","1.233,52 - 7.866,68 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","0 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108
  
  
  
  4 - Aktivitets- og samværstilbud, § 104","4 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 4 pladser forbeholdt beboere på botilbuddet",Anne Marie Rahbek,Mia@damsgaarden.nu,93203280
Magneten- Center for Sociale Virksomhed,"Bernhard Bangs Alle 43
  

  2000 Frederiksberg",55.6856582,12.5068973,"Godkendt
  25-03-2025",0 - 1.469 kr.,"Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","53 - Aktivitets- og samværstilbud, § 104
  
  
  
  27 - Beskyttet beskæftigelsestilbud, § 103","53 pladser -
  ingen ledige",Rasmus Ulrik Rasmussen,rara08@frederiksberg.dk,28985002
Rockthepony Bosted,"Ladegårdsskov 14
  

  5560 Aarup",55.3721376,10.0827217,"Godkendt
  17-12-2024","10.489,23 - 22.180,5 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","0 pladser -
  Kontakt afdelingen om ledige pladser",Anne Kirstine Søndergaard,anne_kirz@hotmail.com,51884966
Sigurds Gårds Bosted ApS,"Tykmosevej 47A
  

  4622 Havdrup",55.5356073,12.1668461,"Godkendt
  13-01-2025","562,4 - 2.863,71 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Botilbud til længerevarende ophold, § 108","19 - Aktivitets- og samværstilbud, § 104
  
  
  
  8 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  7 - Botilbud til længerevarende ophold, § 108","19 pladser -
  ingen ledige",Michael Hansen,michael@sgb.dk,42421009
Sortelung,"Sortelung 8
  

  5792 Årslev",55.3108453,10.4185523,"Godkendt
  23-05-2024","400,68 - 636,32 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","5 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  5 - Aktivitets- og samværstilbud, § 104","5 pladser -
  Kontakt afdelingen om ledige pladser",Frederik Madsen,frederik@sortelung.dk,30226243
Særlig tilrettelagt Montage (Job- og Aktivitetscenteret),"Sandtoften 3
  

  2820 Gentofte",55.7575324,12.5033439,"Godkendt
  24-06-2024",1.323 - 1.323 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","2 pladser -
  Kontakt afdelingen om ledige pladser",Camilla Hillestrøm Birch Johansson,cajo@gentofte.dk,51418255
Ungdomsuddannelsescenter Maglemosen,"Magleparken 1
  

  2750 Ballerup",55.7209924,12.3638951,"Godkendt
  09-03-2015",619 - 2.660 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","10 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  40 - Aktivitets- og samværstilbud, § 104","40 pladser -
  Kontakt afdelingen om ledige pladser",Christine Helmudt,chel@balk.dk,21551516
Vintappergården (Job- og Aktivitetscenteret),"Lyngbyvej 485
  

  2820 Gentofte",55.7597806,12.5152035,"Godkendt
  24-06-2024","354,33 - 895 kr.","Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","16 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  2 - Aktivitets- og samværstilbud, § 104","2 pladser -
  Kontakt afdelingen om ledige pladser",Jannik Hellis Jacobsen,jajh@gentofte.dk,51688397
"Autismecenter Guldborgsund, Alslevvej 25, 4850 Stubbekøbing (Autismecenter Guldborgsund)","Alslevvej 25, st.  1
  

  4850 Stubbekøbing",54.8874766,12.0335085,"Godkendt
  14-02-2025",998 - 5.383 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Aktivitets- og samværstilbud, § 104","2 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  4 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Botilbud til længerevarende ophold, § 108
  
  
  
  7 - Aktivitets- og samværstilbud, § 104","2 pladser -
  ingen ledige",Lasse Christian Frederiksen,lcf@guldborgsund.dk,25182158
Better Life Botilbud Store Heddinge,"Skovvejen 10
  

  4660 Store Heddinge",55.312217,12.3650724,"Godkendt
  15-11-2024","587,66 - 10.039,9 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Botilbud til længerevarende ophold, § 108","2 pladser -
  Kontakt afdelingen om ledige pladser",Frank Carsten Lund,kontakt@betterlife85.dk,61150085
Bosted Lykkebo ApS,"Toften 30
  

  9240 Nibe",56.9861238,9.6388736,"Godkendt
  20-12-2024","1.503,5 - 7.673,02 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Botilbud til længerevarende ophold, § 108
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser",Alex Henriksen,alex@bostedlykkebo.dk,50903006
Botilbud Lindholm 24 C (Botilbud Lindholm),"Knokbjerg 24B
  

  6100 Haderslev",55.2049129,9.4469193,"Godkendt
  30-04-2025","1.097,1 - 13.642,2 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","10 pladser -
  ingen ledige",Bjarne Wojtaszewski,kontakt@botilbud-lindholm.dk,42525175
Café Parasollen,"Grundtvigsvej 4
  

  8260 Viby J",56.1290963,10.1652704,"Godkendt
  11-02-2022",0 - 0 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","8 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  50 - Aktivitets- og samværstilbud, § 104","50 pladser -
  Kontakt afdelingen om ledige pladser",Allan Majholm,amj@kfumsoc.dk,86117703
Enghuset (Damsgaarden),"Hillerødvejen 85
  

  3250 Gilleleje",56.0966548,12.3357389,"Godkendt
  22-03-2024","1.233,52 - 7.866,68 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","0 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Aktivitets- og samværstilbud, § 104
  
  
  
  3 - Botilbud til længerevarende ophold, § 108","0 pladser -
  Kontakt afdelingen om ledige pladser",Anne Marie Rahbek,Mia@damsgaarden.nu,93203280
Fonden Opholdsstedet Hyldeborg,"Stenlillevej 104
  

  3660 Stenløse",55.7898048,12.2057952,"Godkendt
  09-01-2025","880,54 - 2.225,68 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  Kontakt afdelingen om ledige pladser",Sol Green,hyldeborg@mail.dk,40800800
Habitus Husene Fjelsted,"Dalgårdsvej 160
  

  9870 Sindal",57.4606787,10.1822528,"Godkendt
  16-05-2024","1.933,76 - 10.516,9 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","0 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","0 pladser -
  ingen ledige",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Børsholt (HabitusHuset Børsholt),"Børsholtvej 41
  

  9870 Sindal",57.4764204,10.3514148,"Godkendt
  30-03-2025","1.933,76 - 10.516,9 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","6 - Aktivitets- og samværstilbud, § 104
  
  
  
  2 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","2 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
Habitus Huset Gødstrup (HabitusHuset Gødstrup),"Sønder Næstholtvej 3
  

  7400 Herning",56.1536733,8.8681436,"Godkendt
  24-04-2025","1.933,76 - 10.110,49 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  8 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,4525257069
Habitus Huset Søren Kannesvej (HabitusHusene Søren Kannes Vej),"Søren Kannes Vej 2
  

  8500 Grenaa",56.4085685,10.915253,"Godkendt
  10-03-2025","1.933,76 - 10.110,49 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Botilbud til længerevarende ophold, § 108","1 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Bergstrøm,ehb@habitus.dk,20610241
HabitusHuset Elbækvej,"Elbækvej 45
  

  8700 Horsens",55.9216354,9.9975599,"Godkendt
  06-12-2024","1.933,76 - 10.110,49 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","10 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 10 pladser forbeholdt beboere på botilbuddet",Elizabeth Haizmann Bergstrøm,ehb@habitus.dk,20610241
HabitusHuset Sct. Mortensgaard,"Oddesundvej 249 11
  

  7760 Hurup Thy",56.7096034,8.4137331,"Godkendt
  08-11-2024","1.933,76 - 10.110,49 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbud til længerevarende ophold, § 108","10 - Aktivitets- og samværstilbud, § 104
  
  
  
  5 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Botilbud til længerevarende ophold, § 108","10 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 10 pladser forbeholdt beboere på botilbuddet",Elizabeth Haizmann Bergstrøm,ehb@habitus.dk,20610241
HabitusHuset Toreby (HabitusHusene Toreby),"Gl. Landevej 13
  

  4891 Toreby L",54.7551285,11.7898467,"Godkendt
  21-03-2025","1.933,76 - 13.389,39 kr.","Botilbud til længerevarende ophold, § 108
  
  
  
  Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","5 - Botilbud til længerevarende ophold, § 108
  
  
  
  4 - Botilbud til midlertidige ophold, § 107
  
  
  
  13 - Aktivitets- og samværstilbud, § 104","4 pladser -
  Kontakt afdelingen om ledige pladser",Elizabeth Haizmann Bergstrøm,ehb@habitus.dk,20610241
Hans Knudsen Instituttet,"Vermundsgade 5
  

  2100 København Ø",55.7041145,12.5558659,"Godkendt
  19-12-2024","701,19 - 835,7 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Beskyttet beskæftigelsestilbud, § 103","4 - Aktivitets- og samværstilbud, § 104
  
  
  
  32 - Beskyttet beskæftigelsestilbud, § 103","4 pladser -
  Kontakt afdelingen om ledige pladser",Jens Balslev,jba@hki.dk,25422220
Hytterkroggaard (BostedDanmark),"Egedevej 185
  

  4690 Haslev",55.3010679,12.0489626,"Godkendt
  16-11-2024","2.133,14 - 6.399,43 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  7 - Aktivitets- og samværstilbud, § 104
  
  
  
  6 - Botilbud til længerevarende ophold, § 108","7 pladser -
  ingen ledige",René Keldorff,rene@bosteddanmark.dk,26747191
Karriereværkstedet Ellehammersvej - Aktivitet og læring (Karriereværkstedet),"Ellehammersvej 8
  

  7100 Vejle",55.7232589,9.5642686,"Godkendt
  16-01-2025",291 - 1.565 kr.,"Beskyttet beskæftigelsestilbud, § 103
  
  
  
  Aktivitets- og samværstilbud, § 104","20 - Beskyttet beskæftigelsestilbud, § 103
  
  
  
  51 - Aktivitets- og samværstilbud, § 104","51 pladser -
  Kontakt afdelingen om ledige pladser",Marianne Maasbøl,mabol@vejle.dk,51519109
Markhuset (Damsgaarden),"Hillerødvejen 85
  

  3250 Gilleleje",56.0966548,12.3357389,"Godkendt
  22-03-2024","1.233,52 - 7.866,68 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til længerevarende ophold, § 108","0 - Botilbud til midlertidige ophold, § 107
  
  
  
  4 - Aktivitets- og samværstilbud, § 104
  
  
  
  4 - Botilbud til længerevarende ophold, § 108","4 pladser -
  ingen ledige",Anne Marie Rahbek,Mia@damsgaarden.nu,93203280
